symbol,model,prediction_file,pnl_mode,negative_mode,trading_days,first_date,last_date,ref_close,ref_price_date_used,shares,invested_notional,pnl_predicted,pnl_oracle,final_equity_predicted,final_equity_oracle,total_return_predicted,total_return_oracle,days_long_predicted,days_short_predicted,days_flat_predicted,days_long_oracle,days_short_oracle,days_flat_oracle,return_gap_oracle_minus_predicted,total_return_sign_predicted,total_return_sign_oracle,predicted_underperforms_oracle
AMBL,RandomForest,AMBL_predictions_20260311_143559_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,23.87,2026-03-19,4189.0,99991.43000000001,1466.149999999992,46833.02,101466.15,146833.02,0.01466149999999992,0.4683302,11,0,14,13,0,12,0.45366870000000004,1,1,True
AMTEX,XGBoost,AMTEX_predictions_20260311_061352_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,3.82,2026-03-19,26178.0,99999.95999999999,3664.9200000000037,58376.94,103664.92,158376.94,0.036649200000000035,0.5837694,4,0,21,13,0,12,0.5471202,1,1,True
ANL,Prophet,ANL_predictions_20260311_061544_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.56,2026-03-19,11682.0,99997.92000000001,5607.360000000004,38784.23999999997,105607.36,138784.23999999996,0.05607360000000004,0.3878423999999997,25,0,0,13,0,12,0.33176879999999964,1,1,True
ANTM,Prophet,ANTM_predictions_20260311_143623_20260304_20260511.csv,shares,flat,21,2026-03-04,2026-04-09,24.2,2026-04-09,4132.0,99994.4,-9379.639999999996,12437.320000000007,90620.36,112437.32,-0.09379639999999996,0.12437320000000007,21,0,0,2,0,19,0.21816960000000002,-1,1,True
APL,Prophet,APL_predictions_20260311_061738_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,519.3,2026-03-19,193.0,100224.9,0.0,30872.279999999995,100000.0,130872.28,0.0,0.30872279999999996,0,0,25,9,0,16,0.30872279999999996,0,1,True
ARCTM,RandomForest,ARCTM_predictions_20260311_143702_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,27.87,2026-03-19,3588.0,99997.56,37028.15999999999,69858.35999999996,137028.15999999997,169858.35999999996,0.3702815999999999,0.6985835999999995,13,0,12,12,0,13,0.32830199999999965,1,1,True
ARPL,RandomForest,ARPL_predictions_20260311_061925_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,338.68,2026-03-19,295.0,99910.6,-13637.850000000006,34190.500000000015,86362.15,134190.5,-0.13637850000000007,0.3419050000000001,9,0,16,11,0,14,0.4782835000000002,-1,1,True
ARUJ,Prophet,ARUJ_predictions_20260311_062014_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.25,2026-03-19,12121.0,99998.25,-21332.96,36241.78999999999,78667.04000000001,136241.78999999998,-0.21332959999999998,0.36241789999999996,25,0,0,9,0,16,0.5757475,-1,1,True
ASC,RandomForest,ASC_predictions_20260311_062206_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,9.77,2026-03-19,10235.0,99995.95,-7369.200000000006,33775.49999999996,92630.79999999999,133775.49999999997,-0.07369200000000006,0.33775499999999964,5,0,20,13,0,12,0.4114469999999997,-1,1,True
ASHT,RandomForest,ASHT_predictions_20260311_062243_20260304_20260511.csv,shares,flat,23,2026-03-04,2026-04-09,17.6,2026-04-09,5682.0,100003.20000000001,4772.880000000019,32387.400000000005,104772.88000000002,132387.4,0.04772880000000019,0.32387400000000005,4,0,19,6,0,17,0.27614519999999987,1,1,True
ASL,RandomForest,ASL_predictions_20260311_062435_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,9.0,2026-03-19,11111.0,99999.0,-11222.109999999997,45888.43000000001,88777.89,145888.43,-0.11222109999999996,0.4588843000000001,4,0,21,13,0,12,0.5711054,-1,1,True
ASLPS,Prophet,ASLPS_predictions_20260311_143713_20260228_20260507.csv,shares,flat,15,2026-03-05,2026-04-08,17.0,2026-03-19,5882.0,99994.0,0.0,6646.659999999994,100000.0,106646.65999999999,0.0,0.06646659999999995,0,0,15,2,0,13,0.06646659999999995,0,1,True
ASTL,RandomForest,ASTL_predictions_20260311_062636_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,14.19,2026-03-19,7047.0,99996.93,-211.40999999999121,33543.720000000016,99788.59000000001,133543.72000000003,-0.0021140999999999122,0.33543720000000016,24,0,1,11,0,14,0.33755130000000005,-1,1,True
ASTM,RandomForest,ASTM_predictions_20260311_062808_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,14.1,2026-03-19,7092.0,99997.2,0.0,39431.51999999999,100000.0,139431.52,0.0,0.3943151999999999,0,0,25,12,0,13,0.3943151999999999,0,1,True
ATBA,RandomForest,ATBA_predictions_20260311_063002_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,189.89,2026-03-19,527.0,100072.03,6803.569999999998,30597.61999999999,106803.56999999999,130597.62,0.06803569999999998,0.3059761999999999,22,0,3,12,0,13,0.23794049999999994,1,1,True
ATIL,XGBoost,ATIL_predictions_20260311_063130_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,75.5,2026-03-19,1325.0,100037.5,-4531.499999999984,19888.250000000007,95468.50000000001,119888.25,-0.045314999999999835,0.19888250000000007,13,0,12,12,0,13,0.2441974999999999,-1,1,True
ATLH,RandomForest,ATLH_predictions_20260311_063303_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1469.28,2026-03-19,68.0,99911.04,4456.04,30181.119999999995,104456.04,130181.12,0.0445604,0.30181119999999995,23,0,2,10,0,15,0.25725079999999995,1,1,True
ATRL,RandomForest,ATRL_predictions_20260311_063459_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,812.54,2026-03-19,123.0,99942.42,1683.8700000000067,43268.93999999996,101683.87000000001,143268.93999999994,0.016838700000000068,0.4326893999999996,9,0,16,13,0,12,0.4158506999999996,1,1,True
AVN,Prophet,AVN_predictions_20260311_063653_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,32.12,2026-03-19,3113.0,99989.56,6039.220000000003,44547.02999999999,106039.22,144547.03,0.06039220000000003,0.44547029999999993,25,0,0,11,0,14,0.3850780999999999,1,1,True
BAFL,Prophet,BAFL_predictions_20260311_063847_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,108.97,2026-03-19,918.0,100034.45999999999,-4736.879999999997,33378.48,95263.12,133378.48,-0.047368799999999975,0.33378480000000005,2,0,23,12,0,13,0.38115360000000004,-1,1,True
BAHL,Prophet,BAHL_predictions_20260311_064038_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,151.31,2026-03-19,661.0,100015.91,10926.330000000002,38000.89,110926.33,138000.89,0.10926330000000002,0.3800089,25,0,0,11,0,14,0.2707456,1,1,True
BAPL,Prophet,BAPL_predictions_20260311_064159_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,38.69,2026-03-19,2585.0,100013.65,13803.900000000009,41618.50000000003,113803.90000000001,141618.50000000003,0.13803900000000008,0.4161850000000003,25,0,0,11,0,14,0.2781460000000002,1,1,True
BATA,Prophet,BATA_predictions_20260311_064325_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1019.63,2026-03-19,98.0,99923.74,0.0,24388.28000000001,100000.0,124388.28000000001,0.0,0.2438828000000001,0,0,25,14,0,11,0.2438828000000001,0,1,True
BBFL,Prophet,BBFL_predictions_20260311_143816_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,36.15,2026-03-19,2766.0,99990.9,-5836.259999999998,34464.36,94163.74,134464.36,-0.05836259999999999,0.3446436,21,0,4,13,0,12,0.4030062,-1,1,True
BCL,RandomForest,BCL_predictions_20260311_064512_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,57.92,2026-03-19,1727.0,100027.84,-431.75,27252.059999999987,99568.25,127252.05999999998,-0.0043175,0.2725205999999999,1,0,24,12,0,13,0.27683809999999986,-1,1,True
BECO,RandomForest,BECO_predictions_20260311_064643_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,4.55,2026-03-19,21978.0,99999.9,879.1200000000204,46153.80000000001,100879.12000000002,146153.80000000002,0.008791200000000204,0.4615380000000001,17,0,8,9,0,16,0.4527467999999999,1,1,True
BELA,Prophet,BELA_predictions_20260311_064703_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,72.78,2026-03-19,1374.0,99999.72,-9274.499999999989,77699.7,90725.50000000001,177699.7,-0.0927449999999999,0.7769969999999999,13,0,12,12,0,13,0.8697419999999998,-1,1,True
BERG,Prophet,BERG_predictions_20260311_064859_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,86.95,2026-03-19,1150.0,99992.5,0.0,26346.500000000015,100000.0,126346.50000000001,0.0,0.26346500000000017,0,0,25,9,0,16,0.26346500000000017,0,1,True
BFMOD,Prophet,BFMOD_predictions_20260311_064934_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,17.89,2026-03-19,5590.0,100005.1,-5478.200000000003,87762.99999999999,94521.8,187763.0,-0.054782000000000025,0.8776299999999998,4,0,21,13,0,12,0.9324119999999998,-1,1,True
BGL,Prophet,BGL_predictions_20260311_065134_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,9.23,2026-03-19,10834.0,99997.82,7583.800000000012,36402.24000000002,107583.80000000002,136402.24000000002,0.07583800000000011,0.3640224000000002,14,0,11,14,0,11,0.28818440000000006,1,1,True
BHAT,XGBoost,BHAT_predictions_20260311_065157_20260303_20260508.csv,shares,flat,13,2026-03-12,2026-04-09,780.42,2026-04-09,128.0,99893.76,-11298.559999999998,12793.599999999991,88701.44,112793.59999999999,-0.11298559999999998,0.1279359999999999,6,0,7,4,0,9,0.2409215999999999,-1,1,True
BIFO,Prophet,BIFO_predictions_20260311_065345_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,95.58,2026-03-19,1046.0,99976.68,0.0,25260.899999999994,100000.0,125260.9,0.0,0.2526089999999999,0,0,25,9,0,16,0.2526089999999999,0,1,True
BIPL,Prophet,BIPL_predictions_20260311_065540_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,24.38,2026-03-19,4102.0,100006.76,9721.73999999999,35359.239999999976,109721.73999999999,135359.24,0.09721739999999991,0.35359239999999975,25,0,0,15,0,10,0.25637499999999985,1,1,True
BML,RandomForest,BML_predictions_20260311_143844_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,60.44,2026-03-19,1655.0,100028.2,-10906.450000000019,33861.299999999974,89093.54999999999,133861.3,-0.10906450000000019,0.3386129999999997,8,0,17,14,0,11,0.4476774999999999,-1,1,True
BNL,XGBoost,BNL_predictions_20260311_065724_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.14,2026-03-19,12285.0,99999.90000000001,-3439.799999999992,39926.249999999956,96560.20000000001,139926.24999999994,-0.03439799999999992,0.3992624999999996,1,0,24,12,0,13,0.4336604999999995,-1,1,True
BNWM,Prophet,BNWM_predictions_20260311_065845_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,57.07,2026-03-19,1752.0,99986.64,0.0,52472.40000000002,100000.0,152472.40000000002,0.0,0.5247240000000002,0,0,25,10,0,15,0.5247240000000002,0,1,True
BOK,Prophet,BOK_predictions_20260311_070006_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,32.61,2026-03-19,3067.0,100014.87,0.0,31866.12999999999,100000.0,131866.13,0.0,0.3186612999999999,0,0,25,13,0,12,0.3186612999999999,0,1,True
BOP,Prophet,BOP_predictions_20260311_070200_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,25.88,2026-03-19,3864.0,100000.31999999999,-3593.5200000000123,46020.23999999999,96406.47999999998,146020.24,-0.035935200000000125,0.4602023999999999,17,0,8,13,0,12,0.4961376,-1,1,True
BPL,RandomForest,BPL_predictions_20260311_070318_20260304_20260511.csv,shares,flat,24,2026-03-04,2026-04-09,22.76,2026-03-19,4394.0,100007.44,1977.3000000000122,42533.919999999955,101977.30000000002,142533.91999999995,0.019773000000000124,0.42533919999999953,2,0,22,10,0,14,0.40556619999999943,1,1,True
BRRG,RandomForest,BRRG_predictions_20260311_143912_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,38.5,2026-03-19,2597.0,99984.5,-5687.430000000011,21607.04,94312.56999999999,121607.04000000001,-0.056874300000000114,0.2160704,16,0,9,12,0,13,0.2729447000000001,-1,1,True
BTL,RandomForest,BTL_predictions_20260311_070411_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,764.67,2026-03-19,131.0,100171.76999999999,6960.030000000002,94863.65,106960.03,194863.65,0.06960030000000002,0.9486365,6,0,19,17,0,8,0.8790361999999999,1,1,True
BUXL,RandomForest,BUXL_predictions_20260311_070548_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,159.75,2026-03-19,626.0,100003.5,6742.020000000005,29246.720000000005,106742.02,129246.72,0.06742020000000006,0.29246720000000004,18,0,7,8,0,17,0.225047,1,1,True
BWCL,RandomForest,BWCL_predictions_20260311_070741_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,434.95,2026-03-19,230.0,100038.5,-305.89999999999634,28303.799999999996,99694.1,128303.79999999999,-0.0030589999999999632,0.28303799999999996,22,0,3,13,0,12,0.28609699999999993,-1,1,True
BWHL,RandomForest,BWHL_predictions_20260311_070856_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,174.81,2026-03-19,572.0,99991.32,-526.2400000000098,23389.079999999976,99473.76,123389.07999999997,-0.0052624000000000976,0.23389079999999976,21,0,4,15,0,10,0.23915319999999984,-1,1,True
CASH,RandomForest,CASH_predictions_20260311_070916_20260304_20260511.csv,shares,flat,15,2026-03-04,2026-03-27,50.3,2026-03-19,1988.0,99996.4,0.0,9979.760000000006,100000.0,109979.76000000001,0.0,0.09979760000000006,3,0,12,1,0,14,0.09979760000000006,0,1,True
CCM,Prophet,CCM_predictions_20260311_143937_20260304_20260511.csv,shares,flat,23,2026-03-04,2026-04-09,41.0,2026-03-19,2439.0,99999.0,12975.480000000003,33097.229999999996,112975.48000000001,133097.22999999998,0.12975480000000003,0.33097229999999994,23,0,0,5,0,18,0.2012174999999999,1,1,True
CENI,XGBoost,CENI_predictions_20260311_071019_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,58.62,2026-03-19,1706.0,100005.72,-1194.2000000000053,30332.680000000004,98805.79999999999,130332.68000000001,-0.011942000000000053,0.30332680000000006,14,0,11,13,0,12,0.3152688000000001,-1,1,True
CEPB,Prophet,CEPB_predictions_20260311_071214_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,27.54,2026-03-19,3631.0,99997.73999999999,8242.37000000001,51088.17,108242.37000000001,151088.16999999998,0.0824237000000001,0.5108817,17,0,8,12,0,13,0.4284579999999999,1,1,True
CFL,Prophet,CFL_predictions_20260311_071218_20260304_20260511.csv,shares,flat,23,2026-03-04,2026-04-09,51.07,2026-03-19,1958.0,99995.06,0.0,41255.060000000005,100000.0,141255.06,0.0,0.41255060000000005,0,0,23,4,0,19,0.41255060000000005,0,1,True
CHAS,Prophet,CHAS_predictions_20260311_071320_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,69.73,2026-03-19,1434.0,99992.82,1319.279999999993,44884.199999999975,101319.28,144884.19999999998,0.01319279999999993,0.44884199999999974,25,0,0,10,0,15,0.4356491999999998,1,1,True
CHBL,XGBoost,CHBL_predictions_20260311_071333_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,8.0,2026-03-19,12500.0,100000.0,-53624.99999999996,35750.0,46375.00000000004,135750.0,-0.5362499999999997,0.3575,12,0,13,9,0,16,0.8937499999999996,-1,1,True
CHCC,Prophet,CHCC_predictions_20260311_071533_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,248.71,2026-03-19,402.0,99981.42,0.0,52364.51999999999,100000.0,152364.52,0.0,0.5236451999999999,0,0,25,11,0,14,0.5236451999999999,0,1,True
CLCPS,RandomForest,CLCPS_predictions_20260311_071546_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,2.78,2026-03-19,35971.0,99999.37999999999,-15467.529999999977,48201.14000000001,84532.47000000003,148201.14,-0.15467529999999977,0.4820114000000001,22,0,3,10,0,15,0.6366866999999998,-1,1,True
CLOV,Prophet,CLOV_predictions_20260311_071753_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,59.0,2026-03-19,1695.0,100005.0,5627.4,52392.44999999999,105627.4,152392.44999999998,0.056274,0.5239244999999999,8,0,17,14,0,11,0.4676504999999999,1,1,True
CLVL,Prophet,CLVL_predictions_20260311_071947_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,12.84,2026-03-19,7788.0,99997.92,2180.6399999999976,43223.4,102180.64,143223.4,0.021806399999999976,0.432234,16,0,9,11,0,14,0.4104276,1,1,True
CNERGY,XGBoost,CNERGY_predictions_20260311_144138_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,6.88,2026-03-19,14535.0,100000.8,28343.250000000033,47529.450000000004,128343.25000000003,147529.45,0.2834325000000003,0.47529450000000006,13,0,12,13,0,12,0.19186199999999975,1,1,True
COLG,Prophet,COLG_predictions_20260311_072150_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,1110.54,2026-03-19,90.0,99948.59999999999,0.0,14072.39999999997,100000.0,114072.39999999997,0.0,0.1407239999999997,0,0,25,11,0,14,0.1407239999999997,0,1,True
CPHL,RandomForest,CPHL_predictions_20260311_072340_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,72.92,2026-03-19,1371.0,99973.32,-9240.539999999975,38127.51,90759.46000000002,138127.51,-0.09240539999999975,0.38127510000000003,13,0,12,14,0,11,0.4736804999999998,-1,1,True
CPPL,Prophet,CPPL_predictions_20260311_072536_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,71.42,2026-03-19,1400.0,99988.0,0.0,41664.0,100000.0,141664.0,0.0,0.41664,0,0,25,14,0,11,0.41664,0,1,True
CRTM,Prophet,CRTM_predictions_20260311_072725_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,60.78,2026-03-19,1645.0,99983.1,83566.0,128671.9,183566.0,228671.9,0.83566,1.286719,25,0,0,20,0,5,0.451059,1,1,True
CSAP,XGBoost,CSAP_predictions_20260311_072919_20260304_20260511.csv,shares,flat,25,2026-03-04,2026-04-09,83.35,2026-03-19,1200.0,100020.0,-13008.00000000002,59256.00000000004,86991.99999999999,159256.00000000003,-0.1300800000000002,0.5925600000000003,8,0,17,11,0,14,0.7226400000000005,-1,1,True
